"UP 2210"
"Version"	"1.61"	"1.61"
"Serialnumber:"	26001555
"Main comment"	"Measure 1"
"Start:"	"2010-10-25"	"13:00:00"
"End:"	"2010-11-02"	"11:10:00"
"Storage interval:"	"0:10:00"



"Channel/Method"	"Comment"	"Range"	"Min"	"Max"
"U1  [V] Voltage"	""	""	120.840	133.841
"U2  [V] Voltage"	""	""	115.494	129.881
"U3  [V] Voltage"	""	""	108.465	122.787
"S1-7  [VA] 3-Wattmeter"	""	""	15120.000	40600.000
"Wp1-7  [Wh] Energy"	"10"	""	2170.000	6580.000




Date	Time	"U1  [V]"	"U2  [V]"	"U3  [V]"	"S1-7  [VA]"	"Wp1-7  [Wh]"	
"29/10/2010"	"07:00:00"	130.277	126.615	119.091	22680.000	3500.000	
"29/10/2010"	"07:10:00"	130.145	126.648	119.025	22120.000	3430.000	
"29/10/2010"	"07:20:00"	129.782	126.384	118.695	20860.000	3243.330	
"29/10/2010"	"07:30:00"	129.023	125.658	118.035	21840.000	3360.000	
"29/10/2010"	"07:40:00"	127.439	124.074	116.451	21560.000	3360.000	
"29/10/2010"	"07:50:00"	125.559	122.094	114.702	20300.000	3150.000	
"29/10/2010"	"08:00:00"	124.998	121.533	114.306	20720.000	3243.330	
"29/10/2010"	"08:10:00"	127.835	124.536	116.979	22260.000	3476.670	
"29/10/2010"	"08:20:00"	127.637	124.437	116.781	20160.000	3103.330	
"29/10/2010"	"08:30:00"	127.274	124.008	116.451	22400.000	3523.330	
"29/10/2010"	"08:40:00"	126.780	123.546	115.989	23100.000	3640.000	
"29/10/2010"	"08:50:00"	125.889	122.655	115.197	23240.000	3663.330	
"29/10/2010"	"09:00:00"	124.767	121.467	114.108	22960.000	3640.000	
"29/10/2010"	"09:10:00"	124.338	121.137	113.811	23520.000	3733.330	
"29/10/2010"	"09:20:00"	126.681	123.612	116.055	25200.000	3966.670	
"29/10/2010"	"09:30:00"	126.549	123.447	115.857	25900.000	4083.330	
"29/10/2010"	"09:40:00"	126.021	122.853	115.395	26180.000	4083.330	
"29/10/2010"	"09:50:00"	127.934	124.767	117.210	24220.000	3756.670	
"29/10/2010"	"10:00:00"	127.901	124.701	117.177	24780.000	3826.670	
"29/10/2010"	"10:10:00"	127.571	124.173	116.682	24780.000	3826.670	
"29/10/2010"	"10:20:00"	127.175	123.876	116.385	24500.000	3850.000	
"29/10/2010"	"10:30:00"	126.911	123.612	116.088	24640.000	3873.330	
"29/10/2010"	"10:40:00"	126.714	123.414	115.857	26040.000	4060.000	
"29/10/2010"	"10:50:00"	126.812	123.348	115.725	25480.000	3943.330	
"29/10/2010"	"11:00:00"	126.812	123.315	115.824	25480.000	3850.000	
"29/10/2010"	"11:10:00"	126.845	123.282	115.923	24920.000	3756.670	
"29/10/2010"	"11:20:00"	126.714	123.150	115.692	24360.000	3710.000	
"29/10/2010"	"11:30:00"	126.615	123.084	115.461	24780.000	3873.330	
"29/10/2010"	"11:40:00"	126.944	123.216	115.626	25060.000	3943.330	
"29/10/2010"	"11:50:00"	126.516	122.721	115.230	25900.000	4106.670	
"29/10/2010"	"12:00:00"	126.186	122.292	114.966	25900.000	4106.670	
"29/10/2010"	"12:10:00"	126.450	122.523	115.131	24640.000	3896.670	
"29/10/2010"	"12:20:00"	126.318	122.226	114.933	24220.000	3850.000	
"29/10/2010"	"12:30:00"	127.472	123.447	116.154	23240.000	3686.670	
"29/10/2010"	"12:40:00"	125.361	121.038	114.174	22680.000	3616.670	
"29/10/2010"	"12:50:00"	127.670	123.381	116.385	23380.000	3733.330	
"29/10/2010"	"13:00:00"	126.120	121.764	114.702	24360.000	3873.330	
"29/10/2010"	"13:10:00"	127.076	122.853	115.593	26740.000	4223.330	
"29/10/2010"	"13:20:00"	127.340	123.183	115.824	29960.000	4760.000	
"29/10/2010"	"13:30:00"	126.615	122.358	115.065	30100.000	4806.670	
"29/10/2010"	"13:40:00"	126.516	122.226	115.032	28700.000	4550.000	
"29/10/2010"	"13:50:00"	126.087	121.632	114.636	29680.000	4713.330	
"29/10/2010"	"14:00:00"	126.021	121.467	114.405	28280.000	4526.670	
"29/10/2010"	"14:10:00"	126.285	121.764	114.636	28420.000	4526.670	
"29/10/2010"	"14:20:00"	126.087	121.566	114.471	29120.000	4620.000	
"29/10/2010"	"14:30:00"	126.087	121.368	114.372	26600.000	4200.000	
"29/10/2010"	"14:40:00"	126.615	121.797	114.636	26040.000	4153.330	
"29/10/2010"	"14:50:00"	126.417	121.698	114.570	26180.000	4106.670	
"29/10/2010"	"15:00:00"	126.714	121.929	114.801	23520.000	3663.330	
"29/10/2010"	"15:10:00"	128.363	123.777	116.583	24780.000	3920.000	
"29/10/2010"	"15:20:00"	129.320	124.833	117.474	26040.000	4130.000	
"29/10/2010"	"15:30:00"	129.881	125.427	118.299	24220.000	3803.330	
"29/10/2010"	"15:40:00"	129.782	125.493	118.332	25480.000	3990.000	
"29/10/2010"	"15:50:00"	129.089	124.569	117.342	28560.000	4526.670	
"29/10/2010"	"16:00:00"	129.551	125.262	117.639	27860.000	4433.330	
"29/10/2010"	"16:10:00"	130.871	126.812	119.025	25760.000	4060.000	
"29/10/2010"	"16:20:00"	131.333	127.175	119.487	25760.000	4060.000	
"29/10/2010"	"16:30:00"	130.343	126.054	118.398	26320.000	4200.000	
"29/10/2010"	"16:40:00"	130.508	126.318	118.662	26320.000	4200.000	
"29/10/2010"	"16:50:00"	130.673	126.450	118.992	26180.000	4176.670	
"29/10/2010"	"17:00:00"	130.706	126.417	119.124	27580.000	4363.330	
"29/10/2010"	"17:10:00"	130.739	126.615	119.157	28140.000	4456.670	
"29/10/2010"	"17:20:00"	130.211	126.087	118.563	30520.000	4853.330	
"29/10/2010"	"17:30:00"	129.254	124.998	117.441	31080.000	4993.330	
"29/10/2010"	"17:40:00"	127.571	123.150	115.725	31360.000	5016.670	
"29/10/2010"	"17:50:00"	126.549	121.698	114.438	31220.000	5016.670	
"29/10/2010"	"18:00:00"	126.186	121.335	113.976	32200.000	5180.000	
"29/10/2010"	"18:10:00"	128.132	123.612	115.791	33320.000	5343.330	
"29/10/2010"	"18:20:00"	128.165	123.612	115.725	34300.000	5530.000	
"29/10/2010"	"18:30:00"	128.297	123.777	115.857	35000.000	5600.000	
"29/10/2010"	"18:40:00"	128.330	123.678	115.824	36120.000	5810.000	
"29/10/2010"	"18:50:00"	128.462	123.678	115.824	36540.000	5880.000	
"29/10/2010"	"19:00:00"	128.462	123.777	115.758	36400.000	5833.330	
"29/10/2010"	"19:10:00"	128.132	123.414	115.428	35840.000	5763.330	
"29/10/2010"	"19:20:00"	128.330	123.546	115.362	34580.000	5553.330	
"29/10/2010"	"19:30:00"	128.231	123.282	115.197	33740.000	5436.670	
"29/10/2010"	"19:40:00"	128.198	123.216	115.164	34020.000	5483.330	
"29/10/2010"	"19:50:00"	128.165	122.985	114.966	33600.000	5413.330	
"29/10/2010"	"20:00:00"	127.868	122.655	114.570	34440.000	5553.330	
"29/10/2010"	"20:10:00"	127.835	122.688	114.570	34860.000	5623.330	
"29/10/2010"	"20:20:00"	127.703	122.424	114.240	33320.000	5366.670	
"29/10/2010"	"20:30:00"	127.406	122.160	114.108	33320.000	5343.330	
"29/10/2010"	"20:40:00"	127.274	122.028	114.042	33880.000	5413.330	
"29/10/2010"	"20:50:00"	127.307	122.028	113.976	34720.000	5530.000	
"29/10/2010"	"21:00:00"	127.307	122.028	113.877	34720.000	5553.330	
"29/10/2010"	"21:10:00"	127.637	122.325	114.042	33880.000	5413.330	
"29/10/2010"	"21:20:00"	127.736	122.358	114.042	35420.000	5670.000	
"29/10/2010"	"21:30:00"	127.538	122.193	113.844	39200.000	6346.660	
"29/10/2010"	"21:40:00"	127.340	122.061	113.679	39480.000	6370.000	
"29/10/2010"	"21:50:00"	127.439	122.061	113.679	37660.000	6066.660	
"29/10/2010"	"22:00:00"	127.868	122.589	114.306	37940.000	6113.330	
"29/10/2010"	"22:10:00"	128.132	123.018	114.801	37100.000	5973.330	
"29/10/2010"	"22:20:00"	128.231	123.216	114.768	37940.000	6090.000	
"29/10/2010"	"22:30:00"	127.505	122.292	114.009	38780.000	6253.330	
"29/10/2010"	"22:40:00"	127.175	122.061	113.745	37380.000	5996.660	
"29/10/2010"	"22:50:00"	127.472	122.292	114.075	36680.000	5903.330	
"29/10/2010"	"23:00:00"	127.835	122.787	114.372	35840.000	5763.330	
"29/10/2010"	"23:10:00"	128.165	123.282	114.834	35700.000	5740.000	
"29/10/2010"	"23:20:00"	128.957	124.074	115.527	36120.000	5810.000	
"29/10/2010"	"23:30:00"	129.914	125.097	116.583	36260.000	5810.000	
"29/10/2010"	"23:40:00"	129.947	125.196	116.649	35980.000	5763.330	
"29/10/2010"	"23:50:00"	130.046	125.229	116.748	35280.000	5646.660	
"30/10/2010"	"00:00:00"	129.584	124.833	116.418	35420.000	5670.000	
"30/10/2010"	"00:10:00"	129.716	124.932	116.550	35420.000	5670.000	
"30/10/2010"	"00:20:00"	129.947	125.229	116.814	34860.000	5576.660	
"30/10/2010"	"00:30:00"	129.485	124.800	116.385	35700.000	5670.000	
"30/10/2010"	"00:40:00"	127.274	122.193	114.075	34580.000	5530.000	
"30/10/2010"	"00:50:00"	126.318	121.038	113.217	34160.000	5483.330	
"30/10/2010"	"01:00:00"	126.549	121.170	113.382	34160.000	5483.330	
"30/10/2010"	"01:10:00"	126.714	121.434	113.448	33460.000	5366.670	
"30/10/2010"	"01:20:00"	126.780	121.566	113.646	33880.000	5436.670	
"30/10/2010"	"01:30:00"	126.845	121.698	113.778	33740.000	5413.330	
"30/10/2010"	"01:40:00"	126.977	121.830	113.976	33180.000	5296.670	
"30/10/2010"	"01:50:00"	127.307	122.028	114.141	33320.000	5320.000	
"30/10/2010"	"02:00:00"	127.406	122.292	114.207	32480.000	5203.330	
"30/10/2010"	"02:10:00"	127.373	122.325	114.438	33040.000	5296.670	
"30/10/2010"	"02:20:00"	127.934	122.985	115.032	34160.000	5460.000	
"30/10/2010"	"02:30:00"	128.297	123.282	115.593	33740.000	5390.000	
"30/10/2010"	"02:40:00"	128.495	123.612	115.956	34020.000	5413.330	
"30/10/2010"	"02:50:00"	128.660	123.711	116.022	34160.000	5460.000	
"30/10/2010"	"03:00:00"	128.957	123.909	116.220	33040.000	5273.330	
"30/10/2010"	"03:10:00"	129.188	124.338	116.451	33740.000	5366.670	
"30/10/2010"	"03:20:00"	129.419	124.767	116.649	33460.000	5320.000	
"30/10/2010"	"03:30:00"	129.749	125.130	117.012	32760.000	5203.330	
"30/10/2010"	"03:40:00"	129.881	125.295	117.243	32620.000	5156.670	
"30/10/2010"	"03:50:00"	130.310	125.625	117.441	31360.000	4970.000	
"30/10/2010"	"04:00:00"	130.541	125.823	117.705	32200.000	5086.670	
"30/10/2010"	"04:10:00"	130.772	126.087	118.035	31920.000	5063.330	
"30/10/2010"	"04:20:00"	129.188	124.371	116.583	30940.000	4876.670	
"30/10/2010"	"04:30:00"	128.132	123.051	115.395	30940.000	4900.000	
"30/10/2010"	"04:40:00"	128.198	123.117	115.329	31640.000	4993.330	
"30/10/2010"	"04:50:00"	128.396	123.348	115.593	30800.000	4900.000	
"30/10/2010"	"05:00:00"	128.297	123.216	115.560	31780.000	5086.670	
"30/10/2010"	"05:10:00"	128.528	123.480	115.560	31640.000	5063.330	
"30/10/2010"	"05:20:00"	128.693	123.612	115.692	30660.000	4900.000	
"30/10/2010"	"05:30:00"	129.122	124.107	116.121	30520.000	4876.670	
"30/10/2010"	"05:40:00"	129.947	125.427	117.309	31500.000	5016.670	
"30/10/2010"	"05:50:00"	130.211	125.658	117.573	31080.000	4923.330	
"30/10/2010"	"06:00:00"	130.013	125.592	117.573	30940.000	4923.330	
"30/10/2010"	"06:10:00"	129.947	125.361	117.639	28420.000	4526.670	
"30/10/2010"	"06:20:00"	129.980	125.427	117.771	29120.000	4643.330	
"30/10/2010"	"06:30:00"	129.749	125.361	117.705	28420.000	4526.670	
"30/10/2010"	"06:40:00"	129.419	125.097	117.507	29680.000	4713.330	
"30/10/2010"	"06:50:00"	129.485	125.130	117.573	28140.000	4480.000	
"30/10/2010"	"07:00:00"	129.551	125.196	117.606	26600.000	4223.330	
"30/10/2010"	"07:10:00"	129.254	124.998	117.309	25060.000	3990.000	
"30/10/2010"	"07:20:00"	129.023	124.668	116.979	24080.000	3850.000	
"30/10/2010"	"07:30:00"	128.495	124.338	116.682	26320.000	4130.000	
"30/10/2010"	"07:40:00"	128.231	124.008	116.484	26180.000	4106.670	
"30/10/2010"	"07:50:00"	128.297	124.107	116.649	26460.000	4153.330	
"30/10/2010"	"08:00:00"	127.637	123.282	116.022	25480.000	4013.330	
"30/10/2010"	"08:10:00"	126.351	122.292	114.867	27160.000	4270.000	
"30/10/2010"	"08:20:00"	129.122	125.691	118.035	30380.000	4760.000	
"30/10/2010"	"08:30:00"	128.561	125.229	117.573	31500.000	4900.000	
"30/10/2010"	"08:40:00"	128.297	124.965	117.309	32200.000	4993.330	
"30/10/2010"	"08:50:00"	128.000	124.635	116.814	32900.000	5180.000	
"30/10/2010"	"09:00:00"	127.835	124.470	116.616	31640.000	4993.330	
"30/10/2010"	"09:10:00"	127.472	123.975	116.154	29960.000	4690.000	
"30/10/2010"	"09:20:00"	126.648	123.117	115.395	28140.000	4456.670	
"30/10/2010"	"09:30:00"	127.670	124.305	116.418	26320.000	4176.670	
"30/10/2010"	"09:40:00"	127.967	124.635	116.748	26320.000	4130.000	
"30/10/2010"	"09:50:00"	128.429	125.130	117.342	25060.000	3826.670	
"30/10/2010"	"10:00:00"	128.726	125.394	117.507	24780.000	3850.000	
"30/10/2010"	"10:10:00"	128.726	125.163	117.342	25340.000	3966.670	
"30/10/2010"	"10:20:00"	128.594	125.097	117.309	25200.000	3990.000	
"30/10/2010"	"10:30:00"	128.264	124.932	117.375	29960.000	4713.330	
"30/10/2010"	"10:40:00"	128.066	124.569	117.045	28560.000	4480.000	
"30/10/2010"	"10:50:00"	127.967	124.470	116.781	28000.000	4386.670	
"30/10/2010"	"11:00:00"	127.967	124.404	116.781	27440.000	4316.670	
"30/10/2010"	"11:10:00"	127.538	123.942	116.253	26460.000	4153.330	
"30/10/2010"	"11:20:00"	127.439	123.975	116.286	23660.000	3710.000	
"30/10/2010"	"11:30:00"	127.538	124.008	116.385	22540.000	3546.670	
"30/10/2010"	"11:40:00"	127.670	124.173	116.550	23800.000	3756.670	
"30/10/2010"	"11:50:00"	127.637	124.074	116.418	24920.000	3943.330	
"30/10/2010"	"12:00:00"	127.505	123.777	116.253	24640.000	3896.670	
"30/10/2010"	"12:10:00"	127.538	123.777	116.220	24360.000	3850.000	
"30/10/2010"	"12:20:00"	127.109	123.282	115.791	24500.000	3873.330	
"30/10/2010"	"12:30:00"	126.911	123.084	115.461	25900.000	4083.330	
"30/10/2010"	"12:40:00"	126.812	122.886	115.428	26320.000	4176.670	
"30/10/2010"	"12:50:00"	126.714	122.721	115.263	25620.000	4060.000	
"30/10/2010"	"13:00:00"	126.648	122.655	115.131	27300.000	4316.670	
"30/10/2010"	"13:10:00"	126.384	122.457	114.834	29120.000	4573.330	
"30/10/2010"	"13:20:00"	126.054	122.193	114.669	29260.000	4620.000	
"30/10/2010"	"13:30:00"	126.054	122.193	114.768	28840.000	4526.670	
"30/10/2010"	"13:40:00"	125.955	121.896	114.603	26320.000	4153.330	
"30/10/2010"	"13:50:00"	125.856	121.797	114.504	27440.000	4340.000	
"30/10/2010"	"14:00:00"	125.955	121.665	114.339	27300.000	4293.330	
"30/10/2010"	"14:10:00"	126.087	121.698	114.438	26180.000	4106.670	
"30/10/2010"	"14:20:00"	127.538	123.183	115.791	25620.000	4013.330	
"30/10/2010"	"14:30:00"	127.406	123.018	115.659	25620.000	4060.000	
"30/10/2010"	"14:40:00"	127.340	122.853	115.461	26180.000	4153.330	
"30/10/2010"	"14:50:00"	127.142	122.820	115.362	26600.000	4200.000	
"30/10/2010"	"15:00:00"	126.977	122.952	115.362	28140.000	4410.000	
"30/10/2010"	"15:10:00"	127.010	122.952	115.428	28840.000	4550.000	
"30/10/2010"	"15:20:00"	127.208	123.018	115.527	29260.000	4620.000	
"30/10/2010"	"15:30:00"	127.439	123.216	115.692	30100.000	4736.670	
"30/10/2010"	"15:40:00"	127.769	123.348	115.824	29680.000	4643.330	
"30/10/2010"	"15:50:00"	127.868	123.381	116.154	29260.000	4550.000	
"30/10/2010"	"16:00:00"	128.000	123.612	116.385	28140.000	4386.670	
"30/10/2010"	"16:10:00"	128.396	123.975	116.682	27580.000	4316.670	
"30/10/2010"	"16:20:00"	129.221	124.899	117.474	28280.000	4456.670	
"30/10/2010"	"16:30:00"	129.650	125.394	117.738	29680.000	4713.330	
"30/10/2010"	"16:40:00"	129.815	125.757	117.936	29680.000	4690.000	
"30/10/2010"	"16:50:00"	130.244	125.922	118.266	28560.000	4503.330	
"30/10/2010"	"17:00:00"	130.343	125.823	118.332	26180.000	4060.000	
"30/10/2010"	"17:10:00"	130.244	125.955	118.365	25480.000	3896.670	
"30/10/2010"	"17:20:00"	129.881	125.559	117.903	26040.000	4013.330	
"30/10/2010"	"17:30:00"	128.891	124.503	116.814	26460.000	4106.670	
"30/10/2010"	"17:40:00"	126.911	122.292	114.669	26180.000	4153.330	
"30/10/2010"	"17:50:00"	125.790	120.807	113.349	27160.000	4340.000	
"30/10/2010"	"18:00:00"	126.351	121.236	113.877	28140.000	4503.330	
"30/10/2010"	"18:10:00"	125.724	120.543	113.316	29260.000	4666.670	
"30/10/2010"	"18:20:00"	125.658	120.510	113.250	29680.000	4760.000	
"30/10/2010"	"18:30:00"	126.483	121.335	113.943	29960.000	4806.670	
"30/10/2010"	"18:40:00"	126.681	121.566	114.042	29260.000	4690.000	
"30/10/2010"	"18:50:00"	127.142	122.028	114.405	29120.000	4666.670	
"30/10/2010"	"19:00:00"	127.802	122.787	115.032	29960.000	4806.670	
"30/10/2010"	"19:10:00"	127.736	122.754	114.933	31500.000	5040.000	
"30/10/2010"	"19:20:00"	127.967	122.952	115.131	30940.000	4946.670	
"30/10/2010"	"19:30:00"	127.703	122.589	114.834	31220.000	4993.330	
"30/10/2010"	"19:40:00"	127.703	122.589	114.735	31360.000	5040.000	
"30/10/2010"	"19:50:00"	127.769	122.655	114.735	30520.000	4876.670	
"30/10/2010"	"20:00:00"	127.769	122.523	114.636	30660.000	4900.000	
"30/10/2010"	"20:10:00"	127.703	122.523	114.504	31080.000	4970.000	
"30/10/2010"	"20:20:00"	127.538	122.490	114.273	31220.000	5040.000	
"30/10/2010"	"20:30:00"	127.472	122.523	114.339	32060.000	5156.670	
"30/10/2010"	"20:40:00"	127.406	122.424	114.471	33600.000	5390.000	
"30/10/2010"	"20:50:00"	127.835	122.721	114.801	34020.000	5460.000	
"30/10/2010"	"21:00:00"	127.868	122.787	114.867	33460.000	5390.000	
"30/10/2010"	"21:10:00"	128.066	122.787	115.065	33180.000	5320.000	
"30/10/2010"	"21:20:00"	128.264	123.183	115.296	33880.000	5436.670	
"30/10/2010"	"21:30:00"	128.429	123.249	115.461	33740.000	5413.330	
"30/10/2010"	"21:40:00"	128.429	123.480	115.461	33460.000	5366.670	
"30/10/2010"	"21:50:00"	128.627	123.645	115.461	33880.000	5460.000	
"30/10/2010"	"22:00:00"	128.858	123.876	115.692	33880.000	5436.670	
"30/10/2010"	"22:10:00"	129.089	124.173	115.956	33740.000	5436.670	
"30/10/2010"	"22:20:00"	129.848	124.932	116.715	33600.000	5366.670	
"30/10/2010"	"22:30:00"	130.607	125.757	117.474	33880.000	5413.330	
"30/10/2010"	"22:40:00"	130.442	125.823	117.441	35280.000	5623.330	
"30/10/2010"	"22:50:00"	130.574	125.988	117.738	35840.000	5693.330	
"30/10/2010"	"23:00:00"	130.838	126.120	117.870	35840.000	5716.660	
"30/10/2010"	"23:10:00"	130.508	126.021	117.606	34860.000	5576.660	
"30/10/2010"	"23:20:00"	130.409	125.889	117.474	33600.000	5366.670	
"30/10/2010"	"23:30:00"	130.706	126.153	117.837	34720.000	5530.000	
"30/10/2010"	"23:40:00"	131.036	126.351	118.200	32620.000	5203.330	
"30/10/2010"	"23:50:00"	131.069	126.450	118.266	34300.000	5460.000	
"31/10/2010"	"00:00:00"	131.003	126.549	118.299	33600.000	5366.670	
"31/10/2010"	"00:10:00"	131.003	126.714	118.233	32620.000	5156.670	
"31/10/2010"	"00:20:00"	131.168	126.714	118.431	33600.000	5343.330	
"31/10/2010"	"00:30:00"	131.531	127.109	118.860	32340.000	5110.000	
"31/10/2010"	"00:40:00"	129.452	124.899	116.814	32480.000	5133.330	
"31/10/2010"	"00:50:00"	128.891	124.206	116.121	32060.000	5110.000	
"31/10/2010"	"01:00:00"	128.924	124.239	116.352	32900.000	5250.000	
"31/10/2010"	"01:10:00"	129.056	124.470	116.319	33040.000	5273.330	
"31/10/2010"	"01:20:00"	129.089	124.635	116.418	31780.000	5063.330	
"31/10/2010"	"01:30:00"	129.320	124.767	116.583	30940.000	4923.330	
"31/10/2010"	"01:40:00"	129.386	124.800	116.649	31640.000	5040.000	
"31/10/2010"	"01:50:00"	129.353	124.866	116.715	31220.000	4946.670	
"31/10/2010"	"02:00:00"	129.419	124.965	116.748	31640.000	5040.000	
"31/10/2010"	"02:10:00"	129.584	125.097	116.913	31500.000	4993.330	
"31/10/2010"	"02:20:00"	129.749	125.328	117.111	30940.000	4900.000	
"31/10/2010"	"02:30:00"	129.353	124.833	116.649	30800.000	4876.670	
"31/10/2010"	"02:40:00"	127.967	123.249	115.461	31080.000	4946.670	
"31/10/2010"	"02:50:00"	128.198	123.480	115.593	29820.000	4760.000	
"31/10/2010"	"03:00:00"	128.330	123.645	115.857	30380.000	4830.000	
"31/10/2010"	"03:10:00"	128.363	123.678	115.890	29400.000	4666.670	
"31/10/2010"	"03:20:00"	128.462	123.876	115.989	30800.000	4923.330	
"31/10/2010"	"03:30:00"	128.396	123.942	115.989	29400.000	4666.670	
"31/10/2010"	"03:40:00"	128.363	124.074	116.022	30240.000	4760.000	
"31/10/2010"	"03:50:00"	128.528	124.074	116.154	29960.000	4736.670	
"31/10/2010"	"04:00:00"	128.594	124.173	116.187	29960.000	4760.000	
"31/10/2010"	"04:10:00"	128.594	124.206	116.253	30240.000	4783.330	
"31/10/2010"	"04:20:00"	128.726	124.371	116.385	29540.000	4666.670	
"31/10/2010"	"04:30:00"	128.957	124.635	116.517	29120.000	4596.670	
"31/10/2010"	"04:40:00"	129.122	124.800	116.748	29680.000	4713.330	
"31/10/2010"	"04:50:00"	129.980	125.757	117.672	28700.000	4550.000	
"31/10/2010"	"05:00:00"	130.772	126.252	118.266	28560.000	4503.330	
"31/10/2010"	"05:10:00"	130.442	126.054	118.068	30100.000	4760.000	
"31/10/2010"	"05:20:00"	130.574	126.186	118.134	29120.000	4596.670	
"31/10/2010"	"05:30:00"	130.178	125.823	117.870	29260.000	4620.000	
"31/10/2010"	"05:40:00"	130.574	126.285	118.398	29120.000	4596.670	
"31/10/2010"	"05:50:00"	131.300	127.043	119.124	28840.000	4526.670	
"31/10/2010"	"06:00:00"	131.465	127.175	119.322	30380.000	4806.670	
"31/10/2010"	"06:10:00"	131.498	127.142	119.223	29120.000	4596.670	
"31/10/2010"	"06:20:00"	131.564	127.208	119.421	28280.000	4433.330	
"31/10/2010"	"06:30:00"	130.541	126.120	118.398	27020.000	4246.670	
"31/10/2010"	"06:40:00"	130.013	125.427	117.639	25060.000	3966.670	
"31/10/2010"	"06:50:00"	129.881	125.328	117.639	25760.000	4036.670	
"31/10/2010"	"07:00:00"	129.419	124.998	117.111	26180.000	4130.000	
"31/10/2010"	"07:10:00"	128.627	124.206	116.319	25340.000	3990.000	
"31/10/2010"	"07:20:00"	128.693	124.371	116.484	24920.000	3920.000	
"31/10/2010"	"07:30:00"	128.528	124.206	116.352	25340.000	3966.670	
"31/10/2010"	"07:40:00"	128.528	124.239	116.319	25340.000	3990.000	
"31/10/2010"	"07:50:00"	128.363	124.074	116.187	25620.000	4036.670	
"31/10/2010"	"08:00:00"	127.868	123.612	115.923	27720.000	4386.670	
"31/10/2010"	"08:10:00"	127.571	123.216	115.461	25060.000	3966.670	
"31/10/2010"	"08:20:00"	127.538	123.249	115.461	25060.000	3943.330	
"31/10/2010"	"08:30:00"	127.967	123.381	115.659	24500.000	3826.670	
"31/10/2010"	"08:40:00"	127.901	123.513	115.824	25200.000	3966.670	
"31/10/2010"	"08:50:00"	130.442	126.615	118.398	24780.000	3873.330	
"31/10/2010"	"09:00:00"	131.828	127.967	119.619	24780.000	3850.000	
"31/10/2010"	"09:10:00"	131.927	128.099	119.850	25760.000	4036.670	
"31/10/2010"	"09:20:00"	131.597	127.835	119.619	25480.000	3990.000	
"31/10/2010"	"09:30:00"	131.465	127.769	119.520	24780.000	3873.330	
"31/10/2010"	"09:40:00"	131.564	127.868	119.718	25620.000	4013.330	
"31/10/2010"	"09:50:00"	131.465	127.901	119.652	25340.000	3943.330	
"31/10/2010"	"10:00:00"	131.135	127.571	119.421	27720.000	4293.330	
"31/10/2010"	"10:10:00"	130.970	127.241	119.157	28140.000	4363.330	
"31/10/2010"	"10:20:00"	129.947	126.219	118.299	29260.000	4550.000	
"31/10/2010"	"10:30:00"	129.518	125.559	117.573	25060.000	3896.670	
"31/10/2010"	"10:40:00"	129.419	125.559	117.408	25480.000	3943.330	
"31/10/2010"	"10:50:00"	129.485	125.526	117.375	25900.000	4013.330	
"31/10/2010"	"11:00:00"	129.320	125.295	117.243	27860.000	4386.670	
"31/10/2010"	"11:10:00"	129.056	125.295	117.210	27580.000	4363.330	
"31/10/2010"	"11:20:00"	130.640	127.307	118.860	27860.000	4386.670	
"31/10/2010"	"11:30:00"	130.970	127.571	119.223	28000.000	4386.670	
"31/10/2010"	"11:40:00"	131.729	128.198	119.817	27580.000	4316.670	
"31/10/2010"	"11:50:00"	131.498	127.901	119.685	28840.000	4526.670	
"31/10/2010"	"12:00:00"	131.102	127.538	119.289	26740.000	4200.000	
"31/10/2010"	"12:10:00"	130.805	126.812	118.629	23800.000	3733.330	
"31/10/2010"	"12:20:00"	130.277	126.219	118.035	23380.000	3663.330	
"31/10/2010"	"12:30:00"	130.178	126.087	117.903	23380.000	3640.000	
"31/10/2010"	"12:40:00"	130.244	126.021	117.771	22960.000	3500.000	
"31/10/2010"	"12:50:00"	130.244	126.219	118.035	23940.000	3686.670	
"31/10/2010"	"13:00:00"	130.409	126.516	118.299	23940.000	3686.670	
"31/10/2010"	"13:10:00"	130.244	126.351	118.101	24360.000	3756.670	
"31/10/2010"	"13:20:00"	130.145	126.252	117.969	25200.000	3896.670	
"31/10/2010"	"13:30:00"	130.145	126.054	117.837	24780.000	3826.670	
"31/10/2010"	"13:40:00"	129.815	125.592	117.507	26740.000	4176.670	
"31/10/2010"	"13:50:00"	129.617	125.229	117.144	28840.000	4596.670	
"31/10/2010"	"14:00:00"	129.518	125.064	116.880	29960.000	4783.330	
"31/10/2010"	"14:10:00"	129.485	125.097	117.111	31360.000	4993.330	
"31/10/2010"	"14:20:00"	129.617	125.130	117.177	30520.000	4876.670	
"31/10/2010"	"14:30:00"	129.584	125.031	117.045	31220.000	4970.000	
"31/10/2010"	"14:40:00"	129.617	125.229	116.913	30940.000	4900.000	
"31/10/2010"	"14:50:00"	129.650	125.361	117.012	30660.000	4876.670	
"31/10/2010"	"15:00:00"	130.178	125.988	117.639	31640.000	5040.000	
"31/10/2010"	"15:10:00"	131.069	126.845	118.464	30800.000	4900.000	
"31/10/2010"	"15:20:00"	131.267	126.977	118.596	29960.000	4760.000	
"31/10/2010"	"15:30:00"	131.267	127.010	118.563	30380.000	4806.670	
"31/10/2010"	"15:40:00"	131.267	127.142	118.728	30240.000	4806.670	
