"UP 2210"
"Version"	"1.61"	"1.61"
"Serialnumber:"	26001555
"Main comment"	"Measure 1"
"Start:"	"2010-10-25"	"13:00:00"
"End:"	"2010-11-02"	"11:10:00"
"Storage interval:"	"0:10:00"



"Channel/Method"	"Comment"	"Range"	"Min"	"Max"
"U1  [V] Voltage"	""	""	120.840	133.841
"U2  [V] Voltage"	""	""	115.494	129.881
"U3  [V] Voltage"	""	""	108.465	122.787
"S1-7  [VA] 3-Wattmeter"	""	""	15120.000	40600.000
"Wp1-7  [Wh] Energy"	"10"	""	2170.000	6580.000




Date	Time	"U1  [V]"	"U2  [V]"	"U3  [V]"	"S1-7  [VA]"	"Wp1-7  [Wh]"	
"31/10/2010"	"15:50:00"	131.366	127.274	118.926	30800.000	4876.670	
"31/10/2010"	"16:00:00"	131.300	127.175	118.860	32200.000	5110.000	
"31/10/2010"	"16:10:00"	131.465	127.406	119.025	30800.000	4900.000	
"31/10/2010"	"16:20:00"	131.498	127.439	119.190	30380.000	4806.670	
"31/10/2010"	"16:30:00"	131.498	127.340	119.157	28700.000	4550.000	
"31/10/2010"	"16:40:00"	131.564	127.439	119.289	29400.000	4666.670	
"31/10/2010"	"16:50:00"	132.587	128.462	120.312	31220.000	4946.670	
"31/10/2010"	"17:00:00"	129.881	125.427	117.606	30380.000	4853.330	
"31/10/2010"	"17:10:00"	129.551	124.833	117.111	28840.000	4573.330	
"31/10/2010"	"17:20:00"	127.703	122.820	115.164	29260.000	4643.330	
"31/10/2010"	"17:30:00"	127.967	122.952	115.197	30380.000	4806.670	
"31/10/2010"	"17:40:00"	127.406	122.160	114.438	31500.000	4946.670	
"31/10/2010"	"17:50:00"	127.703	122.259	114.702	33040.000	5180.000	
"31/10/2010"	"18:00:00"	127.769	122.325	114.669	35280.000	5530.000	
"31/10/2010"	"18:10:00"	127.670	122.094	114.471	37240.000	5950.000	
"31/10/2010"	"18:20:00"	128.165	122.523	115.461	33880.000	5436.670	
"31/10/2010"	"18:30:00"	127.604	122.127	114.933	34160.000	5483.330	
"31/10/2010"	"18:40:00"	128.495	123.216	115.857	33600.000	5343.330	
"31/10/2010"	"18:50:00"	128.396	122.952	115.626	33600.000	5366.670	
"31/10/2010"	"19:00:00"	128.198	122.853	115.197	33040.000	5273.330	
"31/10/2010"	"19:10:00"	127.868	122.358	114.834	33600.000	5366.670	
"31/10/2010"	"19:20:00"	127.505	122.094	114.438	36820.000	5973.330	
"31/10/2010"	"19:30:00"	127.571	122.259	114.504	39060.000	6323.330	
"31/10/2010"	"19:40:00"	127.835	122.424	114.636	37940.000	6136.660	
"31/10/2010"	"19:50:00"	127.538	122.061	114.372	38080.000	6160.000	
"31/10/2010"	"20:00:00"	127.868	122.523	114.867	40600.000	6580.000	
"31/10/2010"	"20:10:00"	127.373	121.797	114.438	37940.000	6113.330	
"31/10/2010"	"20:20:00"	127.076	121.533	114.108	39060.000	6323.330	
"31/10/2010"	"20:30:00"	126.944	121.203	114.009	37660.000	6066.660	
"31/10/2010"	"20:40:00"	126.812	121.236	113.877	38220.000	6136.660	
"31/10/2010"	"20:50:00"	126.911	121.269	113.943	35560.000	5693.330	
"31/10/2010"	"21:00:00"	126.878	121.203	113.877	35560.000	5716.660	
"31/10/2010"	"21:10:00"	127.142	121.335	114.075	35140.000	5646.660	
"31/10/2010"	"21:20:00"	127.307	121.665	114.339	35280.000	5670.000	
"31/10/2010"	"21:30:00"	127.274	121.698	114.438	35560.000	5693.330	
"31/10/2010"	"21:40:00"	127.307	121.995	114.438	35980.000	5763.330	
"31/10/2010"	"21:50:00"	127.505	122.193	114.603	34300.000	5483.330	
"31/10/2010"	"22:00:00"	127.736	122.358	114.834	33460.000	5366.670	
"31/10/2010"	"22:10:00"	126.747	121.500	113.943	33880.000	5413.330	
"31/10/2010"	"22:20:00"	125.988	120.675	113.217	33040.000	5296.670	
"31/10/2010"	"22:30:00"	125.394	120.114	112.656	32900.000	5250.000	
"31/10/2010"	"22:40:00"	125.592	120.279	112.887	31360.000	5016.670	
"31/10/2010"	"22:50:00"	125.658	120.543	113.019	32480.000	5180.000	
"31/10/2010"	"23:00:00"	126.318	121.302	113.679	34160.000	5436.670	
"31/10/2010"	"23:10:00"	127.010	122.028	114.339	32340.000	5133.330	
"31/10/2010"	"23:20:00"	127.241	122.358	114.570	33320.000	5320.000	
"31/10/2010"	"23:30:00"	127.670	122.754	115.032	33320.000	5343.330	
"31/10/2010"	"23:40:00"	128.330	123.480	115.725	33180.000	5296.670	
"31/10/2010"	"23:50:00"	128.693	123.876	116.187	33040.000	5250.000	
"01/11/2010"	"00:00:00"	128.726	123.909	116.154	32200.000	5110.000	
"01/11/2010"	"00:10:00"	128.825	124.008	116.286	32480.000	5156.670	
"01/11/2010"	"00:20:00"	128.825	124.008	116.385	32900.000	5226.670	
"01/11/2010"	"00:30:00"	128.297	123.480	115.890	32340.000	5110.000	
"01/11/2010"	"00:40:00"	128.462	123.645	116.022	32200.000	5063.330	
"01/11/2010"	"00:50:00"	128.594	123.843	116.154	31640.000	4993.330	
"01/11/2010"	"01:00:00"	127.208	122.226	114.636	31640.000	5016.670	
"01/11/2010"	"01:10:00"	125.988	120.840	113.481	31500.000	4993.330	
"01/11/2010"	"01:20:00"	126.351	121.137	113.844	31780.000	5063.330	
"01/11/2010"	"01:30:00"	126.549	121.335	113.976	30660.000	4853.330	
"01/11/2010"	"01:40:00"	126.582	121.401	114.042	31780.000	5016.670	
"01/11/2010"	"01:50:00"	126.845	121.665	114.240	30100.000	4783.330	
"01/11/2010"	"02:00:00"	126.186	121.005	113.613	30940.000	4923.330	
"01/11/2010"	"02:10:00"	125.262	119.850	112.656	29540.000	4690.000	
"01/11/2010"	"02:20:00"	125.328	120.081	112.986	29540.000	4666.670	
"01/11/2010"	"02:30:00"	125.361	120.081	112.953	30940.000	4900.000	
"01/11/2010"	"02:40:00"	125.526	120.246	112.953	29680.000	4713.330	
"01/11/2010"	"02:50:00"	125.493	120.279	113.019	30380.000	4830.000	
"01/11/2010"	"03:00:00"	125.526	120.279	112.953	30380.000	4830.000	
"01/11/2010"	"03:10:00"	125.658	120.477	113.316	30940.000	4923.330	
"01/11/2010"	"03:20:00"	125.856	120.609	113.448	28000.000	4433.330	
"01/11/2010"	"03:30:00"	126.120	120.939	113.844	29400.000	4620.000	
"01/11/2010"	"03:40:00"	126.318	121.137	113.877	29960.000	4760.000	
"01/11/2010"	"03:50:00"	126.417	121.302	113.976	29960.000	4760.000	
"01/11/2010"	"04:00:00"	126.582	121.401	114.108	29260.000	4620.000	
"01/11/2010"	"04:10:00"	126.582	121.434	114.075	29260.000	4620.000	
"01/11/2010"	"04:20:00"	126.384	121.203	114.042	30100.000	4760.000	
"01/11/2010"	"04:30:00"	126.483	121.269	114.108	28420.000	4480.000	
"01/11/2010"	"04:40:00"	126.582	121.467	114.372	29260.000	4620.000	
"01/11/2010"	"04:50:00"	126.780	121.500	114.306	28980.000	4573.330	
"01/11/2010"	"05:00:00"	126.845	121.599	114.405	28700.000	4526.670	
"01/11/2010"	"05:10:00"	127.043	121.764	114.570	28140.000	4480.000	
"01/11/2010"	"05:20:00"	127.175	121.863	114.735	28000.000	4456.670	
"01/11/2010"	"05:30:00"	127.307	122.226	115.098	28700.000	4550.000	
"01/11/2010"	"05:40:00"	128.363	123.315	116.319	27440.000	4363.330	
"01/11/2010"	"05:50:00"	129.551	124.767	117.837	27580.000	4340.000	
"01/11/2010"	"06:00:00"	130.937	126.351	119.421	25900.000	4036.670	
"01/11/2010"	"06:10:00"	132.059	127.505	120.411	21700.000	3313.330	
"01/11/2010"	"06:20:00"	131.234	126.582	119.718	21560.000	3313.330	
"01/11/2010"	"06:30:00"	131.300	127.010	119.982	21700.000	3313.330	
"01/11/2010"	"06:40:00"	131.762	127.604	120.477	21700.000	3313.330	
"01/11/2010"	"06:50:00"	132.356	128.165	120.939	21000.000	3220.000	
"01/11/2010"	"07:00:00"	132.389	128.429	121.170	21700.000	3336.670	
"01/11/2010"	"07:10:00"	131.432	127.637	120.345	20020.000	3080.000	
"01/11/2010"	"07:20:00"	131.498	127.736	120.312	18480.000	2823.330	
"01/11/2010"	"07:30:00"	131.465	127.703	120.279	17920.000	2730.000	
"01/11/2010"	"07:40:00"	130.673	127.010	119.817	19600.000	3033.330	
"01/11/2010"	"07:50:00"	130.112	126.285	119.322	18060.000	2776.670	
"01/11/2010"	"08:00:00"	129.650	125.889	118.827	20160.000	3126.670	
"01/11/2010"	"08:10:00"	128.858	125.229	118.167	19040.000	2916.670	
"01/11/2010"	"08:20:00"	128.363	124.734	117.705	18480.000	2846.670	
"01/11/2010"	"08:30:00"	127.670	123.975	116.946	19180.000	2963.330	
"01/11/2010"	"08:40:00"	127.538	123.579	116.748	17220.000	2636.670	
"01/11/2010"	"08:50:00"	128.396	124.668	117.639	16520.000	2520.000	
"01/11/2010"	"09:00:00"	128.363	124.569	117.639	15960.000	2450.000	
"01/11/2010"	"09:10:00"	128.429	124.701	117.804	17640.000	2753.330	
"01/11/2010"	"09:20:00"	128.363	124.668	117.738	18620.000	2893.330	
"01/11/2010"	"09:30:00"	128.594	124.866	117.936	17780.000	2753.330	
"01/11/2010"	"09:40:00"	130.046	126.582	119.322	18200.000	2800.000	
"01/11/2010"	"09:50:00"	131.168	127.901	120.576	19600.000	3010.000	
"01/11/2010"	"10:00:00"	130.970	127.637	120.312	18760.000	2893.330	
"01/11/2010"	"10:10:00"	130.739	127.406	120.147	18340.000	2823.330	
"01/11/2010"	"10:20:00"	130.607	127.406	120.114	18340.000	2823.330	
"01/11/2010"	"10:30:00"	130.706	127.373	120.213	17640.000	2706.670	
"01/11/2010"	"10:40:00"	130.673	127.307	120.081	17080.000	2613.330	
"01/11/2010"	"10:50:00"	130.277	126.944	119.718	18060.000	2776.670	
"01/11/2010"	"11:00:00"	129.914	126.615	119.355	18060.000	2753.330	
"01/11/2010"	"11:10:00"	129.617	126.285	119.091	16380.000	2473.330	
"01/11/2010"	"11:20:00"	129.419	126.120	118.893	16100.000	2426.670	
"01/11/2010"	"11:30:00"	129.287	125.988	118.794	16800.000	2543.330	
"01/11/2010"	"11:40:00"	129.155	125.988	118.860	17360.000	2613.330	
"01/11/2010"	"11:50:00"	129.485	126.153	119.058	16240.000	2426.670	
"01/11/2010"	"12:00:00"	129.848	126.615	119.289	16520.000	2496.670	
"01/11/2010"	"12:10:00"	129.749	126.450	119.025	17780.000	2730.000	
"01/11/2010"	"12:20:00"	129.485	126.021	118.827	16660.000	2543.330	
"01/11/2010"	"12:30:00"	128.792	125.229	118.101	16520.000	2543.330	
"01/11/2010"	"12:40:00"	128.363	124.701	117.804	18200.000	2776.670	
"01/11/2010"	"12:50:00"	128.330	124.734	117.771	18760.000	2893.330	
"01/11/2010"	"13:00:00"	128.495	124.800	117.837	19180.000	2986.670	
"01/11/2010"	"13:10:00"	127.901	124.338	117.375	23100.000	3616.670	
"01/11/2010"	"13:20:00"	127.868	124.206	117.342	23240.000	3616.670	
"01/11/2010"	"13:30:00"	127.538	123.645	116.880	23100.000	3593.330	
"01/11/2010"	"13:40:00"	126.878	122.886	116.220	22260.000	3500.000	
"01/11/2010"	"13:50:00"	127.604	123.711	116.781	21980.000	3430.000	
"01/11/2010"	"14:00:00"	127.703	123.777	116.847	22260.000	3453.330	
"01/11/2010"	"14:10:00"	128.165	124.305	117.342	22820.000	3570.000	
"01/11/2010"	"14:20:00"	128.231	124.371	117.375	20860.000	3243.330	
"01/11/2010"	"14:30:00"	128.198	124.338	117.375	20580.000	3196.670	
"01/11/2010"	"14:40:00"	128.429	124.602	117.573	20160.000	3103.330	
"01/11/2010"	"14:50:00"	129.023	125.262	118.068	21000.000	3243.330	
"01/11/2010"	"15:00:00"	129.089	125.262	118.068	21560.000	3313.330	
"01/11/2010"	"15:10:00"	129.386	125.493	118.398	22120.000	3406.670	
"01/11/2010"	"15:20:00"	129.716	125.889	118.926	21700.000	3336.670	
"01/11/2010"	"15:30:00"	130.343	126.516	119.586	22820.000	3500.000	
"01/11/2010"	"15:40:00"	130.112	126.483	119.751	28140.000	4340.000	
"01/11/2010"	"15:50:00"	130.805	126.977	120.213	25760.000	3943.330	
"01/11/2010"	"16:00:00"	131.102	127.406	120.345	24500.000	3733.330	
"01/11/2010"	"16:10:00"	131.267	127.703	120.609	24780.000	3780.000	
"01/11/2010"	"16:20:00"	129.980	126.219	119.322	21560.000	3243.330	
"01/11/2010"	"16:30:00"	129.386	125.526	118.761	22680.000	3453.330	
"01/11/2010"	"16:40:00"	129.881	126.318	119.355	21000.000	3150.000	
"01/11/2010"	"16:50:00"	130.079	126.516	119.619	22820.000	3453.330	
"01/11/2010"	"17:00:00"	130.178	126.582	119.685	22120.000	3336.670	
"01/11/2010"	"17:10:00"	129.485	125.691	118.860	21560.000	3313.330	
"01/11/2010"	"17:20:00"	128.429	124.602	117.738	23800.000	3733.330	
"01/11/2010"	"17:30:00"	126.977	122.952	116.088	25060.000	3966.670	
"01/11/2010"	"17:40:00"	125.196	120.840	114.174	26740.000	4270.000	
"01/11/2010"	"17:50:00"	124.041	119.355	112.821	26740.000	4246.670	
"01/11/2010"	"18:00:00"	128.924	124.437	117.507	28420.000	4480.000	
"01/11/2010"	"18:10:00"	129.617	125.097	117.936	29680.000	4690.000	
"01/11/2010"	"18:20:00"	131.069	126.582	119.124	31500.000	4993.330	
"01/11/2010"	"18:30:00"	131.894	127.340	119.718	32060.000	5110.000	
"01/11/2010"	"18:40:00"	131.696	126.878	119.487	32340.000	5133.330	
"01/11/2010"	"18:50:00"	131.399	126.450	119.124	32480.000	5180.000	
"01/11/2010"	"19:00:00"	130.805	126.021	118.695	34580.000	5506.670	
"01/11/2010"	"19:10:00"	130.541	125.592	118.200	32620.000	5226.670	
"01/11/2010"	"19:20:00"	130.343	125.295	117.936	32340.000	5156.670	
"01/11/2010"	"19:30:00"	130.277	125.064	117.705	31920.000	5063.330	
"01/11/2010"	"19:40:00"	129.914	124.701	117.375	32060.000	5110.000	
"01/11/2010"	"19:50:00"	129.650	124.470	116.979	32900.000	5250.000	
"01/11/2010"	"20:00:00"	129.617	124.437	116.913	32340.000	5156.670	
"01/11/2010"	"20:10:00"	130.805	125.592	117.837	32620.000	5180.000	
"01/11/2010"	"20:20:00"	130.640	125.757	117.870	33600.000	5343.330	
"01/11/2010"	"20:30:00"	130.541	125.460	117.969	32060.000	5063.330	
"01/11/2010"	"20:40:00"	130.508	125.427	117.903	30240.000	4783.330	
"01/11/2010"	"20:50:00"	129.980	124.899	117.408	30380.000	4806.670	
"01/11/2010"	"21:00:00"	130.376	125.229	117.606	28980.000	4573.330	
"01/11/2010"	"21:10:00"	130.970	125.526	118.101	30380.000	4806.670	
"01/11/2010"	"21:20:00"	127.010	121.137	114.075	32340.000	5180.000	
"01/11/2010"	"21:30:00"	125.163	119.190	112.227	32760.000	5226.670	
"01/11/2010"	"21:40:00"	124.998	119.058	111.996	33180.000	5296.670	
"01/11/2010"	"21:50:00"	125.229	119.388	112.227	34020.000	5436.670	
"01/11/2010"	"22:00:00"	125.790	120.081	112.755	33320.000	5296.670	
"01/11/2010"	"22:10:00"	126.780	121.071	113.712	32200.000	5110.000	
"01/11/2010"	"22:20:00"	127.274	121.566	114.108	30940.000	4923.330	
"01/11/2010"	"22:30:00"	124.932	119.223	111.897	29400.000	4666.670	
"01/11/2010"	"22:40:00"	125.130	119.487	112.029	30520.000	4876.670	
"01/11/2010"	"22:50:00"	125.724	120.081	112.524	29540.000	4736.670	
"01/11/2010"	"23:00:00"	125.031	119.421	111.864	28140.000	4503.330	
"01/11/2010"	"23:10:00"	123.678	118.002	110.709	27160.000	4340.000	
"01/11/2010"	"23:20:00"	123.942	118.431	110.973	28140.000	4456.670	
"01/11/2010"	"23:30:00"	124.173	118.728	111.369	29260.000	4666.670	
"01/11/2010"	"23:40:00"	124.602	119.091	111.732	28280.000	4503.330	
"01/11/2010"	"23:50:00"	124.998	119.487	112.095	27160.000	4316.670	
"02/11/2010"	"00:00:00"	125.328	119.718	112.425	27020.000	4270.000	
"02/11/2010"	"00:10:00"	125.922	120.576	113.052	27440.000	4340.000	
"02/11/2010"	"00:20:00"	126.911	121.566	113.877	26880.000	4246.670	
"02/11/2010"	"00:30:00"	126.977	121.731	114.141	27580.000	4363.330	
"02/11/2010"	"00:40:00"	126.615	121.467	113.877	27440.000	4340.000	
"02/11/2010"	"00:50:00"	126.681	121.566	114.042	26880.000	4246.670	
"02/11/2010"	"01:00:00"	126.845	121.764	114.207	26880.000	4246.670	
"02/11/2010"	"01:10:00"	127.010	121.995	114.405	27860.000	4410.000	
"02/11/2010"	"01:20:00"	127.373	122.094	114.471	26320.000	4153.330	
"02/11/2010"	"01:30:00"	127.439	122.193	114.603	27860.000	4410.000	
"02/11/2010"	"01:40:00"	127.538	122.292	114.669	27160.000	4293.330	
"02/11/2010"	"01:50:00"	127.670	122.424	114.801	26460.000	4153.330	
"02/11/2010"	"02:00:00"	127.736	122.391	114.867	26320.000	4153.330	
"02/11/2010"	"02:10:00"	127.802	122.622	115.065	26460.000	4153.330	
"02/11/2010"	"02:20:00"	128.000	122.919	115.362	27300.000	4293.330	
"02/11/2010"	"02:30:00"	128.132	122.985	115.461	28000.000	4410.000	
"02/11/2010"	"02:40:00"	128.297	123.150	115.659	25480.000	4013.330	
"02/11/2010"	"02:50:00"	128.594	123.447	115.989	26180.000	4106.670	
"02/11/2010"	"03:00:00"	127.868	122.556	115.164	25620.000	4013.330	
"02/11/2010"	"03:10:00"	127.010	121.434	114.273	26180.000	4130.000	
"02/11/2010"	"03:20:00"	127.076	121.632	114.438	27440.000	4316.670	
"02/11/2010"	"03:30:00"	127.043	121.863	114.438	26740.000	4176.670	
"02/11/2010"	"03:40:00"	127.307	122.061	114.768	26040.000	4060.000	
"02/11/2010"	"03:50:00"	127.571	122.193	114.768	26040.000	4106.670	
"02/11/2010"	"04:00:00"	127.769	122.391	114.933	25200.000	3966.670	
"02/11/2010"	"04:10:00"	128.033	122.787	115.329	25480.000	4013.330	
"02/11/2010"	"04:20:00"	128.462	123.249	115.890	25200.000	3943.330	
"02/11/2010"	"04:30:00"	128.462	123.315	115.989	27020.000	4270.000	
"02/11/2010"	"04:40:00"	128.528	123.480	116.121	26740.000	4176.670	
"02/11/2010"	"04:50:00"	128.990	123.843	116.418	25060.000	3920.000	
"02/11/2010"	"05:00:00"	129.320	124.239	116.814	24360.000	3826.670	
"02/11/2010"	"05:10:00"	129.221	124.206	116.748	25200.000	3943.330	
"02/11/2010"	"05:20:00"	129.221	124.041	116.781	24080.000	3710.000	
"02/11/2010"	"05:30:00"	128.330	123.018	116.154	24780.000	3873.330	
"02/11/2010"	"05:40:00"	128.858	123.579	116.616	24500.000	3803.330	
"02/11/2010"	"05:50:00"	129.881	124.602	117.705	24360.000	3756.670	
"02/11/2010"	"06:00:00"	130.442	125.493	118.728	23520.000	3593.330	
"02/11/2010"	"06:10:00"	130.673	125.856	119.091	21700.000	3336.670	
"02/11/2010"	"06:20:00"	130.838	126.087	119.322	21140.000	3220.000	
"02/11/2010"	"06:30:00"	131.036	126.417	119.619	21560.000	3290.000	
"02/11/2010"	"06:40:00"	130.937	126.483	119.520	21280.000	3266.670	
"02/11/2010"	"06:50:00"	130.838	126.549	119.751	21840.000	3220.000	
"02/11/2010"	"07:00:00"	131.069	126.977	119.850	21000.000	3103.330	
"02/11/2010"	"07:10:00"	130.871	126.780	119.619	20160.000	2963.330	
"02/11/2010"	"07:20:00"	130.607	126.384	119.388	18760.000	2776.670	
"02/11/2010"	"07:30:00"	130.409	126.285	119.355	18060.000	2730.000	
"02/11/2010"	"07:40:00"	129.782	125.592	118.695	17360.000	2636.670	
"02/11/2010"	"07:50:00"	128.495	124.206	117.441	15540.000	2333.330	
"02/11/2010"	"08:00:00"	127.637	123.579	116.649	16520.000	2473.330	
"02/11/2010"	"08:10:00"	126.714	122.490	115.857	17500.000	2660.000	
"02/11/2010"	"08:20:00"	126.351	122.028	115.494	19320.000	2940.000	
"02/11/2010"	"08:30:00"	126.615	122.358	115.725	20300.000	3080.000	
"02/11/2010"	"08:40:00"	126.681	122.490	116.022	19880.000	3056.670	
"02/11/2010"	"08:50:00"	125.196	120.873	114.702	20720.000	3126.670	
"02/11/2010"	"09:00:00"	127.241	122.919	116.682	20720.000	3103.330	
"02/11/2010"	"09:10:00"	127.604	123.249	116.979	21280.000	3150.000	
"02/11/2010"	"09:20:00"	127.802	123.546	117.309	23660.000	3523.330	
"02/11/2010"	"09:30:00"	131.861	128.297	121.665	28560.000	4153.330	
"02/11/2010"	"09:40:00"	132.059	128.495	121.731	28000.000	4153.330	
"02/11/2010"	"09:50:00"	130.805	127.571	120.642	27300.000	4130.000	
"02/11/2010"	"10:00:00"	127.571	124.272	117.540	27580.000	4153.330	
"02/11/2010"	"10:10:00"	127.010	123.414	116.649	23940.000	3663.330	
"02/11/2010"	"10:20:00"	126.780	123.183	116.385	24500.000	3640.000	
"02/11/2010"	"10:30:00"	126.944	123.150	116.385	24500.000	3616.670	
"02/11/2010"	"10:40:00"	126.911	122.952	116.220	22400.000	3336.670	
"02/11/2010"	"10:50:00"	126.186	122.424	115.989	24920.000	3733.330	
"02/11/2010"	"11:00:00"	125.922	122.127	115.824	26320.000	3966.670	
"02/11/2010"	"11:10:00"	125.724	121.962	115.593	27300.000	4153.330	
