"UP 2210"
"Version"	"1.61"	"1.61"
"Serialnumber:"	26001551
"Main comment"	"Measure 1"
"Start:"	"2010-09-10"	"09:10:00"
"End:"	"2010-09-20"	"08:50:00"
"Storage interval:"	"0:10:00"



"Channel/Method"	"Comment"	"Range"	"Min"	"Max"
"U1  [V] Voltage"	""	""	118.101	143.246
"U2  [V] Voltage"	""	""	114.933	139.946
"U3  [V] Voltage"	""	""	116.616	140.540
"I5  [A] Current"	""	""	44.218	163.577
"I6  [A] Current"	""	""	27.624	165.652
"I7  [A] Current"	""	""	52.420	184.791
"S1-5  [VA] 1-Wattmeter"	""	""	5740.000	20440.000
"S2-6  [VA] 1-Wattmeter"	""	""	3360.000	19926.700
"S3-7  [VA] 1-Wattmeter"	""	""	6440.000	23240.000
"S1-7  [VA] 3-Wattmeter"	""	""	18340.000	61880.000
"PF1-5  [] 1-Wattmeter"	""	""	0.916	1.038
"PF2-6  [] 1-Wattmeter"	""	""	0.847	1.008
"PF3-7  [] 1-Wattmeter"	""	""	0.904	1.031
"PF1-7  [] 3-Wattmeter"	""		"	0.914	1.031
"Wp1-7  [Wh] Energy"	"10"	""	2963.330	9986.660




Date	Time	"U1  [V]"	"U2  [V]"	"U3  [V]"	"I5  [A]"	"I6  [A]"	"I7  [A]"	"S1-5  [VA]"	"S2-6  [VA]"	"S3-7  [VA]"	"S1-7  [VA]"	"PF1-5  []"	"PF2-6  []"	"PF3-7  []"	"PF1-7  []"	"Wp1-7  [Wh]"	
"10/09/2010"	"11:00:00"	126.219	122.721	124.305	67.411	27.624	62.225	8493.330	3360.000	7746.660	19600.000	0.969	0.946	0.974	0.967	3150.000	
"10/09/2010"	"11:10:00"	125.757	122.226	123.777	65.902	27.624	65.337	8260.000	3360.000	8073.330	19740.000	0.965	0.946	0.971	0.964	3173.330	
"10/09/2010"	"11:20:00"	124.998	121.467	123.084	71.654	28.001	67.976	8913.330	3360.000	8353.330	20580.000	0.961	0.953	0.974	0.965	3313.330	
"10/09/2010"	"11:30:00"	124.932	121.368	122.985	69.956	28.567	63.074	8726.660	3453.330	7746.660	19880.000	0.981	0.980	0.984	0.982	3266.670	
"10/09/2010"	"11:40:00"	125.097	121.500	123.183	62.508	30.641	57.040	7793.330	3733.330	7000.000	18480.000	0.981	0.968	0.976	0.977	3010.000	
"10/09/2010"	"11:50:00"	125.625	121.863	123.546	60.811	31.773	55.249	7606.660	3873.330	6813.330	18340.000	0.981	0.968	0.974	0.976	2963.330	
"10/09/2010"	"12:00:00"	125.691	122.094	123.744	60.246	30.453	59.208	7513.330	3733.330	7326.660	18480.000	0.974	0.968	0.958	0.966	2986.670	
"10/09/2010"	"12:10:00"	125.691	122.028	123.744	62.791	34.507	59.114	7886.660	4200.000	7280.000	19320.000	0.973	0.974	0.958	0.968	3126.670	
"10/09/2010"	"12:20:00"	126.153	122.424	124.008	66.374	34.412	66.845	8306.660	4200.000	8260.000	20720.000	0.967	0.975	0.940	0.958	3313.330	
"10/09/2010"	"12:30:00"	126.417	122.688	124.338	73.822	36.770	69.768	9286.660	4480.000	8633.330	22400.000	0.980	0.978	0.946	0.966	3616.670	
"10/09/2010"	"12:40:00"	126.285	122.556	124.272	73.350	36.675	68.825	9240.000	4480.000	8540.000	22260.000	0.981	0.973	0.949	0.967	3593.330	
"10/09/2010"	"12:50:00"	126.318	122.391	124.206	77.970	37.147	71.748	9846.660	4526.670	8913.330	23240.000	0.984	0.985	0.953	0.972	3780.000	
"10/09/2010"	"13:00:00"	126.285	122.457	124.206	75.519	36.204	70.616	9520.000	4433.330	8726.660	22680.000	0.982	0.976	0.962	0.973	3686.670	
"10/09/2010"	"13:10:00"	125.889	122.061	123.942	75.142	36.298	72.691	9473.330	4433.330	9006.660	22960.000	0.990	0.978	0.966	0.978	3733.330	
"10/09/2010"	"13:20:00"	125.097	121.170	123.150	84.570	41.672	66.845	10593.300	5040.000	8213.330	23800.000	0.994	0.977	0.968	0.982	3896.670	
"10/09/2010"	"13:30:00"	124.701	120.774	122.754	82.873	38.561	69.674	10313.300	4666.670	8540.000	23520.000	0.992	0.977	0.971	0.981	3850.000	
"10/09/2010"	"13:40:00"	124.668	120.840	122.688	83.910	34.790	74.576	10406.700	4200.000	9146.660	23800.000	0.986	0.971	0.952	0.970	3850.000	
"10/09/2010"	"13:50:00"	124.569	120.774	122.688	83.816	34.130	71.654	10453.300	4106.670	8773.330	23380.000	0.988	0.971	0.965	0.977	3803.330	
"10/09/2010"	"14:00:00"	124.536	120.807	122.589	82.684	35.450	72.125	10266.700	4293.330	8820.000	23380.000	0.985	0.978	0.961	0.975	3803.330	
"10/09/2010"	"14:10:00"	124.569	120.774	122.622	76.650	33.093	65.525	9520.000	3966.670	8026.660	21560.000	0.982	0.967	0.958	0.970	3476.670	
"10/09/2010"	"14:20:00"	124.437	120.642	122.556	64.017	34.130	71.559	7933.330	4106.670	8773.330	20860.000	0.981	0.985	0.954	0.970	3360.000	
"10/09/2010"	"14:30:00"	124.272	120.543	122.424	64.582	33.375	72.691	7980.000	4013.330	8866.660	20860.000	0.971	0.984	0.935	0.958	3336.670	
"10/09/2010"	"14:40:00"	124.668	120.972	122.688	66.751	30.924	73.916	8306.660	3733.330	9053.330	21140.000	0.984	0.982	0.930	0.960	3383.330	
"10/09/2010"	"14:50:00"	124.536	120.840	122.589	66.562	32.810	73.256	8306.660	3966.670	8960.000	21280.000	0.987	0.986	0.931	0.963	3406.670	
"10/09/2010"	"15:00:00"	124.866	121.137	123.051	65.714	34.507	71.465	8166.660	4153.330	8773.330	21140.000	0.981	0.987	0.935	0.963	3383.330	
"10/09/2010"	"15:10:00"	125.328	121.632	123.612	66.185	33.941	63.828	8306.660	4153.330	7886.660	20300.000	0.981	0.987	0.960	0.974	3290.000	
"10/09/2010"	"15:20:00"	125.526	121.797	123.810	71.559	34.130	70.145	8960.000	4153.330	8680.000	21840.000	0.973	0.988	0.963	0.972	3523.330	
"10/09/2010"	"15:30:00"	125.493	121.731	123.744	71.654	34.130	72.691	9006.660	4153.330	8960.000	22120.000	0.979	0.988	0.957	0.972	3570.000	
"10/09/2010"	"15:40:00"	125.592	121.797	123.810	75.236	37.995	74.953	9426.660	4620.000	9286.660	23380.000	0.988	0.990	0.950	0.973	3780.000	
"10/09/2010"	"15:50:00"	126.153	122.193	124.239	68.919	40.918	75.048	8680.000	4993.330	9286.660	22960.000	0.980	0.988	0.948	0.969	3710.000	
"10/09/2010"	"16:00:00"	127.703	123.810	125.889	71.559	40.352	69.862	9146.660	4993.330	8820.000	22960.000	0.985	0.988	0.965	0.978	3733.330	
"10/09/2010"	"16:10:00"	128.000	124.041	126.120	72.502	38.090	72.313	9240.000	4713.330	9100.000	23100.000	0.977	0.982	0.954	0.969	3733.330	
"10/09/2010"	"16:20:00"	128.594	124.767	126.812	72.031	37.147	72.973	9240.000	4620.000	9240.000	23100.000	0.980	0.984	0.951	0.969	3733.330	
"10/09/2010"	"16:30:00"	129.386	125.559	127.472	67.034	32.998	69.202	8680.000	4153.330	8820.000	21700.000	0.981	0.985	0.959	0.973	3500.000	
"10/09/2010"	"16:40:00"	130.178	126.417	128.099	64.677	31.867	73.068	8400.000	4013.330	9333.330	21700.000	0.972	0.978	0.948	0.962	3476.670	
"10/09/2010"	"16:50:00"	130.277	126.483	128.198	65.620	33.281	72.691	8540.000	4200.000	9333.330	22120.000	0.974	0.983	0.962	0.970	3570.000	
"10/09/2010"	"17:00:00"	130.541	126.714	128.594	57.794	32.056	60.811	7560.000	4060.000	7793.330	19460.000	0.980	0.979	0.950	0.968	3126.670	
"10/09/2010"	"17:10:00"	131.234	127.340	129.023	57.134	32.810	61.000	7466.660	4153.330	7840.000	19460.000	0.975	0.969	0.932	0.957	3103.330	
"10/09/2010"	"17:20:00"	131.597	127.835	129.551	57.040	31.867	58.926	7513.330	4060.000	7653.330	19180.000	0.980	0.972	0.935	0.960	3080.000	
"10/09/2010"	"17:30:00"	131.663	127.835	129.683	54.400	31.678	61.094	7140.000	4060.000	7886.660	19040.000	0.983	0.972	0.943	0.964	3056.670	
"10/09/2010"	"17:40:00"	131.696	127.769	129.716	55.060	31.490	61.000	7233.330	4013.330	7933.330	19180.000	0.986	0.974	0.944	0.966	3080.000	
"10/09/2010"	"17:50:00"	131.399	127.604	129.584	59.774	32.433	65.808	7840.000	4153.330	8540.000	20580.000	0.988	0.975	0.957	0.972	3336.670	
"10/09/2010"	"18:00:00"	130.310	126.450	128.627	65.431	30.830	66.091	8493.330	3873.330	8493.330	20860.000	0.990	0.978	0.958	0.975	3383.330	
"10/09/2010"	"18:10:00"	128.363	124.371	126.944	68.825	32.998	65.148	8820.000	4106.670	8260.000	21140.000	0.990	0.980	0.967	0.979	3453.330	
"10/09/2010"	"18:20:00"	128.693	124.668	127.208	70.616	34.884	63.451	9100.000	4340.000	8073.330	21560.000	0.987	0.972	0.972	0.978	3500.000	
"10/09/2010"	"18:30:00"	128.594	124.503	127.043	69.674	35.261	66.751	8960.000	4386.670	8493.330	21840.000	0.989	0.972	0.967	0.977	3546.670	
"10/09/2010"	"18:40:00"	129.056	124.899	127.571	68.354	35.638	64.865	8820.000	4433.330	8260.000	21560.000	0.987	0.965	0.954	0.970	3476.670	
"10/09/2010"	"18:50:00"	128.891	124.536	127.241	68.165	36.110	73.916	8773.330	4480.000	9380.000	22680.000	0.990	0.978	0.940	0.967	3640.000	
"10/09/2010"	"19:00:00"	128.990	124.701	127.505	68.071	35.167	70.805	8773.330	4386.670	9053.330	22260.000	0.989	0.980	0.943	0.968	3570.000	
"10/09/2010"	"19:10:00"	129.221	124.833	127.637	69.391	35.072	69.391	8960.000	4386.670	8866.660	22260.000	0.990	0.978	0.949	0.971	3593.330	
"10/09/2010"	"19:20:00"	129.320	124.932	127.604	72.313	37.430	77.876	9333.330	4666.670	9940.000	23940.000	0.989	0.982	0.951	0.972	3873.330	
"10/09/2010"	"19:30:00"	128.990	124.668	127.406	68.259	39.315	81.647	8820.000	4900.000	10406.700	24080.000	0.987	0.981	0.953	0.972	3896.670	
"10/09/2010"	"19:40:00"	128.627	124.338	127.043	66.091	42.898	88.058	8493.330	5320.000	11153.300	25060.000	0.988	0.990	0.942	0.968	4036.670	
"10/09/2010"	"19:50:00"	128.561	124.338	127.142	78.536	44.501	89.378	10080.000	5553.330	11340.000	26880.000	0.992	0.986	0.962	0.978	4386.670	
"10/09/2010"	"20:00:00"	128.330	124.140	127.076	85.701	45.820	96.355	10966.700	5693.330	12180.000	28840.000	0.990	0.987	0.959	0.976	4690.000	
"10/09/2010"	"20:10:00"	128.462	124.239	127.175	106.066	55.626	129.919	13486.700	6860.000	16426.700	36820.000	0.974	0.973	0.950	0.963	5903.330	
"10/09/2010"	"20:20:00"	128.297	124.140	127.076	121.717	55.720	132.936	15446.700	6860.000	16706.700	38920.000	0.982	0.977	0.951	0.968	6276.660	
"10/09/2010"	"20:30:00"	128.627	124.635	127.340	120.491	54.023	137.273	15400.000	6720.000	17453.300	39620.000	0.978	0.980	0.971	0.975	6440.000	
"10/09/2010"	"20:40:00"	128.660	124.800	127.571	109.837	47.046	126.054	14140.000	5880.000	16100.000	36120.000	0.980	0.984	0.981	0.981	5903.330	
"10/09/2010"	"20:50:00"	128.792	124.932	127.637	111.063	52.703	126.431	14280.000	6580.000	16146.700	36960.000	0.978	0.973	0.977	0.977	6020.000	
"10/09/2010"	"21:00:00"	129.188	125.328	128.033	106.255	51.383	123.508	13720.000	6440.000	15820.000	35980.000	0.971	0.958	0.978	0.972	5833.330	
"10/09/2010"	"21:10:00"	133.346	129.023	130.574	107.669	47.329	123.319	14373.300	6113.330	16100.000	36540.000	0.971	0.966	0.984	0.976	5950.000	
"10/09/2010"	"21:20:00"	133.148	128.726	130.376	116.343	49.403	128.316	15446.700	6346.660	16753.300	38500.000	0.965	0.962	0.985	0.973	6253.330	
"10/09/2010"	"21:30:00"	133.148	128.693	130.310	112.006	47.518	116.814	14933.300	6113.330	15213.300	36260.000	0.966	0.964	0.984	0.973	5880.000	
"10/09/2010"	"21:40:00"	133.181	128.693	130.310	110.309	42.615	117.663	14700.000	5506.670	15353.300	35560.000	0.965	0.975	0.985	0.975	5786.660	
"10/09/2010"	"21:50:00"	133.082	128.561	130.310	106.349	43.181	114.457	14140.000	5553.330	14933.300	34580.000	0.969	0.973	0.980	0.974	5623.330	
"10/09/2010"	"22:00:00"	133.016	128.726	130.574	105.689	40.069	115.777	14046.700	5133.330	15120.000	34300.000	0.968	0.978	0.983	0.976	5600.000	
"10/09/2010"	"22:10:00"	131.795	128.165	130.673	96.921	41.106	108.706	12740.000	5273.330	14186.700	32200.000	0.974	0.974	0.974	0.974	5226.670	
"10/09/2010"	"22:20:00"	131.300	127.769	130.475	102.483	46.763	107.669	13440.000	5973.330	14046.700	33460.000	0.983	0.973	0.974	0.977	5460.000	
"10/09/2010"	"22:30:00"	132.026	128.429	131.135	98.524	43.841	103.803	13020.000	5646.660	13626.700	32200.000	0.984	0.970	0.966	0.974	5226.670	
"10/09/2010"	"22:40:00"	132.158	128.594	131.366	100.692	44.595	105.972	13300.000	5740.000	13906.700	32900.000	0.977	0.963	0.967	0.970	5320.000	
"10/09/2010"	"22:50:00"	131.201	127.406	130.409	98.241	42.521	106.066	12880.000	5413.330	13860.000	32200.000	0.981	0.971	0.969	0.974	5226.670	
"10/09/2010"	"23:00:00"	131.366	127.406	130.475	99.089	44.312	106.255	12973.300	5646.660	13860.000	32480.000	0.976	0.959	0.966	0.968	5250.000	
"10/09/2010"	"23:10:00"	131.663	127.670	130.607	95.789	44.218	107.009	12600.000	5646.660	14000.000	32200.000	0.979	0.956	0.960	0.967	5203.330	
"10/09/2010"	"23:20:00"	131.894	128.066	131.036	107.763	46.669	106.066	14233.300	5973.330	13906.700	34160.000	0.982	0.939	0.963	0.967	5506.670	
"10/09/2010"	"23:30:00"	132.323	128.462	131.399	105.972	46.103	105.029	14046.700	5926.660	13813.300	33740.000	0.982	0.940	0.966	0.968	5436.670	
"10/09/2010"	"23:40:00"	132.917	129.056	131.861	106.443	47.329	108.234	14140.000	6113.330	14280.000	34580.000	0.984	0.939	0.955	0.964	5553.330	
"10/09/2010"	"23:50:00"	132.917	129.056	131.861	103.426	46.480	114.363	13766.700	6020.000	15073.300	34860.000	0.983	0.936	0.958	0.964	5600.000	
"11/09/2010"	"00:00:00"	132.983	129.155	131.927	102.860	49.120	112.854	13673.300	6346.660	14886.700	34860.000	0.982	0.922	0.962	0.963	5600.000	
"11/09/2010"	"00:10:00"	133.280	129.452	132.257	100.409	48.838	110.309	13393.300	6346.660	14606.700	34300.000	0.982	0.921	0.967	0.964	5506.670	
"11/09/2010"	"00:20:00"	133.676	129.947	132.587	102.860	47.895	110.026	13720.000	6206.660	14560.000	34440.000	0.976	0.925	0.964	0.962	5530.000	
"11/09/2010"	"00:30:00"	133.676	129.881	132.488	105.689	48.083	113.514	14140.000	6253.330	15073.300	35420.000	0.983	0.919	0.963	0.963	5693.330	
"11/09/2010"	"00:40:00"	133.544	129.716	132.389	99.561	46.952	109.932	13300.000	6113.330	14560.000	34020.000	0.983	0.917	0.954	0.959	5436.670	
"11/09/2010"	"00:50:00"	133.610	129.881	132.422	101.635	48.838	114.268	13580.000	6346.660	15120.000	35000.000	0.985	0.913	0.945	0.954	5576.660	
"11/09/2010"	"01:00:00"	133.709	129.947	132.554	104.652	48.743	115.211	14000.000	6346.660	15306.700	35700.000	0.985	0.927	0.958	0.963	5716.660	
"11/09/2010"	"01:10:00"	133.610	129.815	132.455	100.692	47.895	116.060	13440.000	6206.660	15400.000	35000.000	0.983	0.928	0.964	0.965	5646.660	
"11/09/2010"	"01:20:00"	133.148	129.419	132.290	100.126	53.834	111.440	13346.700	6953.330	14746.700	35000.000	0.985	0.899	0.961	0.958	5600.000	
"11/09/2010"	"01:30:00"	133.214	129.452	132.257	101.163	57.606	110.497	13486.700	7466.660	14606.700	35560.000	0.986	0.896	0.957	0.955	5670.000	
"11/09/2010"	"01:40:00"	133.346	129.650	132.323	101.823	55.531	114.080	13580.000	7186.660	15120.000	35840.000	0.986	0.904	0.951	0.955	5716.660	
"11/09/2010"	"01:50:00"	133.511	129.749	132.488	98.052	55.437	110.686	13113.300	7233.330	14653.300	35000.000	0.986	0.905	0.948	0.953	5553.330	
"11/09/2010"	"02:00:00"	133.643	129.914	132.620	102.389	57.983	111.251	13673.300	7560.000	14793.300	35980.000	0.983	0.922	0.955	0.959	5763.330	
"11/09/2010"	"02:10:00"	133.808	130.145	132.686	100.032	57.700	111.440	13393.300	7513.330	14793.300	35700.000	0.981	0.904	0.946	0.951	5646.660	
"11/09/2010"	"02:20:00"	133.973	130.376	132.917	101.635	63.828	115.306	13626.700	8306.660	15353.300	37240.000	0.980	0.880	0.944	0.943	5856.660	
"11/09/2010"	"02:30:00"	134.171	130.508	133.016	103.332	66.280	116.060	13860.000	8680.000	15446.700	37940.000	0.982	0.878	0.939	0.941	5950.000	
"11/09/2010"	"02:40:00"	134.039	130.442	132.917	105.312	66.091	116.060	14140.000	8633.330	15446.700	38220.000	0.985	0.879	0.945	0.944	6020.000	
"11/09/2010"	"02:50:00"	134.270	130.640	133.082	100.975	64.488	109.272	13533.300	8446.660	14560.000	36540.000	0.985	0.884	0.954	0.950	5786.660	
"11/09/2010"	"03:00:00"	134.402	130.706	133.280	98.806	67.317	105.783	13300.000	8820.000	14093.300	36260.000	0.987	0.877	0.950	0.946	5716.660	
"11/09/2010"	"03:10:00"	134.732	131.036	133.511	99.561	66.845	108.612	13440.000	8773.330	14513.300	36680.000	0.984	0.878	0.953	0.946	5786.660	
"11/09/2010"	"03:20:00"	134.996	131.333	133.775	99.938	67.694	108.612	13486.700	8913.330	14560.000	36960.000	0.984	0.879	0.951	0.946	5810.000	
"11/09/2010"	"03:30:00"	135.227	131.597	133.907	100.315	68.354	106.255	13580.000	9006.660	14233.300	36820.000	0.981	0.872	0.944	0.940	5763.330	
"11/09/2010"	"03:40:00"	135.260	131.663	133.874	98.806	66.939	113.420	13346.700	8820.000	15213.300	37380.000	0.982	0.869	0.930	0.934	5833.330	
"11/09/2010"	"03:50:00"	135.260	131.696	133.907	101.069	67.882	113.797	13673.300	8960.000	15260.000	37940.000	0.980	0.867	0.938	0.937	5903.330	
"11/09/2010"	"04:00:00"	134.435	130.805	133.148	102.672	67.505	108.989	13813.300	8820.000	14513.300	37100.000	0.982	0.868	0.946	0.941	5833.330	
"11/09/2010"	"04:10:00"	133.907	130.310	132.686	100.409	67.034	103.426	13440.000	8726.660	13720.000	35980.000	0.984	0.867	0.953	0.944	5646.660	
"11/09/2010"	"04:20:00"	134.006	130.343	132.752	100.881	64.582	102.766	13533.300	8446.660	13673.300	35560.000	0.984	0.878	0.956	0.948	5623.330	
"11/09/2010"	"04:30:00"	134.105	130.442	132.917	99.561	64.960	103.992	13346.700	8493.330	13813.300	35700.000	0.983	0.864	0.939	0.938	5576.660	
"11/09/2010"	"04:40:00"	134.171	130.541	132.917	99.655	67.882	109.177	13393.300	8866.660	14513.300	36820.000	0.984	0.877	0.938	0.940	5763.330	
"11/09/2010"	"04:50:00"	134.270	130.607	132.950	93.150	69.108	109.177	12506.700	9053.330	14560.000	36120.000	0.989	0.883	0.936	0.941	5670.000	
"11/09/2010"	"05:00:00"	134.303	130.673	132.950	96.449	72.502	107.292	12926.700	9473.330	14280.000	36680.000	0.978	0.864	0.944	0.935	5716.660	
"11/09/2010"	"05:10:00"	134.270	130.706	133.082	98.995	75.802	107.197	13300.000	9893.330	14280.000	37520.000	0.976	0.868	0.948	0.937	5856.660	
"11/09/2010"	"05:20:00"	134.237	130.574	132.983	95.978	73.633	105.217	12880.000	9613.330	14000.000	36540.000	0.979	0.873	0.942	0.937	5693.330	
"11/09/2010"	"05:30:00"	134.369	130.805	133.115	91.830	69.391	107.857	12320.000	9053.330	14373.300	35840.000	0.981	0.900	0.940	0.944	5623.330	
"11/09/2010"	"05:40:00"	134.732	131.168	133.346	90.604	62.131	109.649	12226.700	8166.660	14653.300	35000.000	0.976	0.912	0.938	0.945	5506.670	
"11/09/2010"	"05:50:00"	135.458	131.894	133.940	89.661	68.542	107.009	12133.300	9053.330	14373.300	35560.000	0.979	0.891	0.943	0.942	5576.660	
"11/09/2010"	"06:00:00"	136.184	132.587	134.600	93.150	69.768	112.383	12693.300	9240.000	15120.000	37100.000	0.977	0.887	0.947	0.942	5810.000	
"11/09/2010"	"06:10:00"	136.052	132.554	134.501	111.157	81.364	129.448	14980.000	10733.300	17266.700	42840.000	0.954	0.875	0.936	0.927	6626.660	
"11/09/2010"	"06:20:00"	135.821	132.290	134.402	109.649	76.085	113.137	14886.700	10033.300	15213.300	40180.000	0.967	0.874	0.938	0.933	6230.000	
"11/09/2010"	"06:30:00"	136.283	132.752	134.699	108.706	80.044	115.777	14793.300	10640.000	15493.300	40880.000	0.969	0.883	0.944	0.938	6393.330	
"11/09/2010"	"06:40:00"	136.184	132.752	134.600	112.100	83.439	121.905	15260.000	11013.300	16333.300	42560.000	0.966	0.850	0.947	0.928	6580.000	
"11/09/2010"	"06:50:00"	136.250	132.884	134.666	105.783	81.836	119.265	14373.300	10826.700	16006.700	41160.000	0.969	0.860	0.943	0.930	6393.330	
"11/09/2010"	"07:00:00"	136.316	132.950	134.600	99.466	80.044	118.700	13440.000	10593.300	15913.300	40040.000	0.968	0.893	0.927	0.932	6206.660	
"11/09/2010"	"07:10:00"	136.943	133.511	135.227	91.170	81.270	113.608	12460.000	10826.700	15306.700	38640.000	0.972	0.898	0.922	0.931	5996.660	
"11/09/2010"	"07:20:00"	137.207	133.808	135.491	85.984	76.179	104.935	11760.000	10173.300	14233.300	36260.000	0.977	0.898	0.931	0.937	5646.660	
"11/09/2010"	"07:30:00"	137.009	133.676	135.227	87.587	71.465	107.292	11946.700	9566.660	14513.300	35980.000	0.978	0.908	0.950	0.948	5693.330	
"11/09/2010"	"07:40:00"	136.976	133.577	135.293	91.547	77.216	108.046	12506.700	10313.300	14653.300	37380.000	0.978	0.907	0.945	0.945	5903.330	
"11/09/2010"	"07:50:00"	136.877	133.445	135.161	96.355	82.496	110.309	13206.700	11013.300	14933.300	39060.000	0.981	0.880	0.958	0.944	6160.000	
"11/09/2010"	"08:00:00"	136.877	133.379	135.062	91.924	80.233	113.608	12553.300	10686.700	15353.300	38640.000	0.978	0.881	0.952	0.941	6066.660	
"11/09/2010"	"08:10:00"	136.283	132.917	134.534	95.129	81.364	113.703	12973.300	10826.700	15306.700	39060.000	0.983	0.853	0.951	0.934	6090.000	
"11/09/2010"	"08:20:00"	134.963	131.663	133.346	90.887	80.893	109.272	12273.300	10640.000	14560.000	37520.000	0.984	0.875	0.961	0.944	5903.330	
"11/09/2010"	"08:30:00"	134.864	131.531	133.247	96.072	81.836	110.780	12973.300	10780.000	14793.300	38500.000	0.985	0.876	0.968	0.948	6090.000	
"11/09/2010"	"08:40:00"	135.062	131.696	133.313	103.803	78.442	110.874	14000.000	10360.000	14793.300	39200.000	0.984	0.878	0.971	0.951	6206.660	
"11/09/2010"	"08:50:00"	134.996	131.597	133.148	109.366	89.190	129.259	14653.300	11713.300	17126.700	43400.000	0.970	0.868	0.967	0.941	6813.330	
"11/09/2010"	"09:00:00"	134.633	131.267	132.851	104.652	92.018	118.982	14046.700	12040.000	15773.300	41860.000	0.979	0.860	0.961	0.938	6533.330	
"11/09/2010"	"09:10:00"	133.412	130.013	131.531	93.338	90.038	130.768	12413.300	11666.700	17173.300	41300.000	0.980	0.886	0.949	0.940	6463.330	
"11/09/2010"	"09:20:00"	135.755	131.465	132.389	85.041	88.718	121.151	11340.000	11620.000	15913.300	38920.000	0.976	0.890	0.950	0.939	6090.000	
"11/09/2010"	"09:30:00"	137.735	133.610	134.072	83.816	87.493	117.757	11526.700	11666.700	15773.300	39060.000	0.968	0.886	0.955	0.938	6090.000	
"11/09/2010"	"09:40:00"	132.686	128.858	129.815	83.533	86.550	119.265	11060.000	11106.700	15446.700	37660.000	0.974	0.914	0.943	0.943	5926.660	
"11/09/2010"	"09:50:00"	132.290	128.396	129.650	84.664	86.927	114.268	11153.300	11106.700	14746.700	36960.000	0.970	0.871	0.952	0.933	5763.330	
"11/09/2010"	"10:00:00"	132.620	128.693	129.980	79.950	82.496	103.049	10593.300	10593.300	13393.300	34580.000	0.974	0.872	0.955	0.935	5390.000	
"11/09/2010"	"10:10:00"	130.574	126.845	128.033	77.028	81.742	104.275	9986.660	10313.300	13300.000	33600.000	0.971	0.888	0.939	0.933	5226.670	
